Asset A,Asset B,Normal SDD,SDD,Dummy Same Sector
BTC,MMM,7745.4394319578205,184.29161743372885,0
BTC,ABT,5062.802743322487,74.59247890941695,0
BTC,ABBV,6570.237407246077,106.4809160850971,0
BTC,ABMD,7534.919747588172,184.62350026663188,0
BTC,ACN,5739.1734057036065,85.54338368034945,0
BTC,ATVI,4343.857207661981,74.56596537084671,0
BTC,ADBE,4435.075772992638,81.21220271689272,0
BTC,AMD,9347.09753599375,69.02590570819689,0
BTC,AAP,7068.917572014263,151.55918309206567,0
BTC,AES,6596.156217746225,112.62464707150302,0
BTC,AFL,6177.71767107642,88.37173085086908,0
BTC,A,6497.091477722648,103.85935530704825,0
BTC,APD,3234.430387961128,64.57260207057517,0
BTC,AKAM,3069.1285928816756,72.6255997450852,0
BTC,ALK,6385.029892211743,103.3373527470541,0
BTC,ALB,7182.14909434269,136.7052720409445,0
BTC,ARE,5279.816429025572,78.91567472024971,0
BTC,ALGN,7350.651688438516,173.41530646251525,0
BTC,ALLE,4833.157645291357,69.89648184156447,0
BTC,LNT,3923.969014993696,66.557770116318,0
BTC,ALL,5522.298820785327,77.01889121187281,0
BTC,GOOGL,6813.591693100653,111.53035890765351,0
BTC,GOOG,6762.01773725153,110.26289934423716,0
BTC,MO,7230.865151998205,144.27257028946167,0
BTC,AMZN,7006.645705718007,111.77946106790384,0
BTC,AMCR,6759.547140038312,120.67816168716067,0
BTC,AEE,4735.346331941379,77.57045167367102,0
BTC,AAL,7051.044565832182,170.08482607039906,0
BTC,AEP,4719.318880140294,73.13355171876499,0
BTC,AXP,6111.023099862927,87.36809703072494,0
BTC,AIG,5980.472755387314,76.46143257530989,0
BTC,AMT,2777.3401128016767,66.7456811131579,0
BTC,AWK,2173.25355970915,61.029379681984196,0
BTC,AMP,6341.820689351598,99.39042065862952,0
BTC,ABC,29014429.201484136,58.447112841030304,0
BTC,AME,6247.027360646087,94.90917378820741,0
BTC,AMGN,3977.8581062349413,72.6670833236129,0
BTC,APH,7104.426696904807,132.83293225476447,0
BTC,ADI,6612.994730889049,108.26739970330112,0
BTC,ANSS,3758.450595666346,66.8584752242062,0
BTC,ANTM,5705.600994633297,76.84280591789734,0
BTC,AON,5177.938546987376,75.34701960781521,0
BTC,AOS,7647.104070862224,163.71976784941592,0
BTC,APA,7352.988209326827,235.30449454209014,0
BTC,AAPL,5003.374710019604,77.33706872500578,0
BTC,AMAT,4091.588520951226,66.3472868861924,0
BTC,APTV,6737.529348472874,128.27101995253065,0
BTC,ADM,6694.644519640398,111.88454063513603,0
BTC,ANET,7794.446646306139,205.05237470316214,0
BTC,AJG,4696.062580232051,70.71560183460733,0
BTC,AIZ,2486.72942992316,41.83227540695591,0
BTC,T,4557.356454767203,71.8168227440309,0
BTC,ATO,5186.197412269607,75.46060473783973,0
BTC,ADSK,7069.0001693831155,121.21116756724503,0
BTC,ADP,6432.622387605703,101.91919041374784,0
BTC,AZO,6127.848306724754,90.61535730172758,0
BTC,AVB,6041.9929904688615,84.65693334553848,0
BTC,AVY,6275.043890216119,96.64527136045791,0
BTC,BKR,6976.724626674266,152.08011784179763,0
BTC,BLL,3318.15721307687,55.023110774689655,0
BTC,BAC,6491.033528232607,106.41319783820367,0
BTC,BBWI,7051.022969857132,158.87515832856678,0
